std_company_name,ISIN,bse_symbol,nse_symbol
Haryana Capfin Ltd.,INE928H01019,HARYNACAP,
Palash Securities Limited,INE471W01019,PALASHSECU,PALASHSECU
Shree Ram Urban Infrastructure Ltd,INE164H01011,SHREERAM,
AAA TECHNOLOGIES LIMITED,INE0D0U01013,AAATECH,AAATECH
Maruti Interior Products Limited,INE0JSJ01014,SPITZE,
Steel City Securities Ltd.,INE395H01011,,STEELCITY
Ekansh Concepts Limited,INE005E01013,EKANSH,
7SEAS ENTERTAINMENT LIMITED,INE454F01010,7SEASL,
Visesh Infotecnics Ltd.,INE861A01058,VISESHINFO,VISESHINFO
Tilak Ventures Limited,INE026L01022,TILAK,
Prudential Sugar Corporation Ltd,INE024D01016,PRUDMOULI,PRUDMOULI
Parnax Lab Limited,INE383L01019,PARNAXLAB,
Dhatre Udyog Limited,INE715T01031,DHATRE,
Tanvi Foods (India) Limited,INE978V01015,TANVI,
GTV Engineering Limited,INE910R01016,GTV,
Elnet Technologies Ltd.,INE033C01019,ELNET,
Thacker & Co. Ltd.,INE077P01034,THACKER,
Pioneer Embroideries Ltd.,INE156C01018,PIONEEREMB,PIONEEREMB
Deepak Spinners Ltd.,INE272C01013,DEEPAKSP,
Vaswani Industries Limited,INE590L01019,VASWANI,VASWANI
Total Transport Systems Ltd.,INE336X01012,,TOTAL
Lotus Eye Hospital And Institute Limited,INE947I01017,LOTUSEYE,LOTUSEYE
AuSom Enterprise Limited,INE218C01016,AUSOMENT,AUSOMENT
Sangam Finserv Limited,INE475D01010,SANGAMFIN,
Transwarranty Finance Limited,INE804H01012,TFL,TFL
Virat Industries Ltd.,INE467D01017,VIRAT,
Cubex Tubings Ltd,INE144D01012,CUBEXTUB,CUBEXTUB
Athena Global Technologies Limited,INE576B01019,ATHENAGLO,
Varun Shipping Co. Ltd.,INE702A01013,VARUNSHIP,
Landmark Property Development Company Ltd.,INE197J01017,LPDC,LPDC
Globe Textiles (India) Ltd.,INE581X01021,,GLOBE
Wallfort Financial Services Ltd.,INE121B01014,WALLFORT,
SNL Bearings Ltd.,INE568F01017,SNL,
ITL Industries Ltd.,INE478D01014,ITL,
SAL AUTOMOTIVE LIMITED,INE724G01014,SALAUTO,
Shah Alloys Limited,INE640C01011,SHAHALLOYS,SHAHALLOYS
Garg Furnace Ltd.,INE194E01015,GARGFUR,
Flex Foods Ltd.,INE954B01018,FLEXFO,
SEMAC CONSULTANTS LIMITED,INE617A01013,SEMAC,SEMAC
Sumuka Agro Industries Limited,INE311N01016,SUMUKA,
Panyam Cements & Mineral Inds. Ltd.,INE167E01037,PANCM,
Cosco (India) ltd.,INE949B01018,COSCO,
CNI Research Ltd,INE135H01029,CNIRESLTD,
Amarjothi Spinning Mills Ltd,INE484D01012,AMARJOTHI,
Teamo Productions HQ Limited,INE065J01024,TPHQ,TPHQ
ASARFI HOSPITAL LIMITED,INE0DN001027,ASARFI,
Simmonds-Marshall Ltd,INE657D01021,SIMMOND,
New Swan Multitech Limited,INE0GEN01012,SWANAGRO,
Bhatia Colour Chem Limited,INE0KQ001017,BCCL,
Srestha Finvest Limited,INE606K01049,SRESTHA,
Apis India Ltd,INE070K01014,APIS,
CREDENT GLOBAL FINANCE LIMITED,INE727C01024,CGFL,
WEP Solutions Ltd,INE434B01029,WEPSOLN,
Baroda Extrusion Ltd.,INE927K01023,BAROEXT,
FIBERWEB (INDIA) LTD.,INE296C01020,FIBERWEB,FIBERWEB
United Van Der Horst Ltd.,INE890G01021,UVDRHOR,
Rexnord Electronics & Controls Ltd.,INE687C01012,REXNORD,
ZENITH STEEL PIPES AND  INDUSTRIES LIMITED,INE318D01020,ZENITHSTL,ZENITHSTL
Motor & General Finance (M.G.F.) Lt,INE861B01023,MOTOGENFIN,MOTOGENFIN
Virat Crane Industries Ltd,INE295C01014,VIRATCRA,
Pacheli Industrial Finance Limited,INE926B01016,PIFL,
Shervani Industrial syndicate Ltd,INE011D01013,SHERVANI,
Bilcare Ltd.,INE986A01012,BI,
Rishi Laser  Ltd.,INE988D01012,RISHILASE,
JCT Ltd,INE945A01026,JCTLTD,
Narbada Gems and Jewellery Limited,INE540C01021,NARBADA,
Winsome Breweries Ltd.,INE391C01011,WINSOMBR,
Gujchem Distillers India Ltd.,INE218N01021,GUJCMDS,
Tulive Developers Limited,INE637D01015,TULIVE,
Advik Capital Limited,INE178T01024,ADVIKCA,
Munoth Capital Market Ltd,INE910G01027,MUNCAPM,
James Warren Tea Limited,INE718P01017,JAMESWARREN,
CONSTRONICS INFRA LIMITED,INE537B01011,CONSTRONIC,
GOYAL ALUMINIUMS LIMITED,INE705X01026,GOYALALUM,GOYALALUM
Virat Leasing Limited,INE347L01014,VLL,
Nidhi Granites Limited,INE276H01013,NIDHGRN,
ANSAL HOUSING LIMITED,INE880B01015,ANSALHSG,
Sundaram Multi Pap Ltd.,INE108E01023,SUNDARAM,SUNDARAM
BCC Fuba India Ltd.,INE788D01016,BCCFUBA,
WSFX Global Pay Limited,INE549D01012,WSFX,
Jaysynth Dyestuff (India) Ltd.,INE703C01025,JAYSYN,
Soma Textile & Industries Ltd,INE314C01013,SOMATEX,SOMATEX
Samrat Pharmachem Ltd.,INE103E01016,SAMRATPH,
Excel Realty N Infra Limited,INE688J01023,EXCEL,EXCEL
DIGJAM LIMITED,INE731U01028,DIGJAMLMTD,DIGJAMLMTD
ACCEL LIMITED,INE258C01038,ACCEL,
Ahlada Engineers Ltd.,INE00PV01013,,AHLADA
JAYANT INFRATECH LIMITED,INE0KR801019,JAYANT,
Tera Software Ltd.,INE482B01010,TERASOFT,TERASOFT
Sampann Utpadan India Limited,INE735M01018,SAMPANN,SAMPANN
Sanco Trans Ltd.,INE391G01012,SANCTRN,
Alfred Herbert (India) Ltd.,INE782D01027,ALFREDHE,
Mohite Industries Limited,INE154B01015,MOHITE,
Future Retail Ltd.,INE752P01024,FRETAIL,
Binayak Tex Processors  Ltd.,INE626H01019,ZBINTXPP,
Bhagwati Autocast Limited,INE106G01014,BGWTATO,
Money Masters Leasing & Finance Limited,INE340O01021,MMLF,
Source Natural Foods & Herbal Suppl Ltd,INE679C01027,SOURCENTRL,
NATH INDUSTRIES LIMITED,INE777A01023,NATHIND,
Lasa Supergenerics Limited,INE670X01014,LASA,LASA
Kemp & Company Limited,INE060E01018,KEMP,
Ajooni Biotech Ltd.,INE820Y01021,,AJOONI
Bhilwara Spinners Ltd,INE436C01014,BHILSPIN,
Nimbus Projects Limited,INE875B01015,NIMBSPROJ,
Tulsyan NEC Ltd,INE463D01016,TULSYAN,
Modern Dairies Ltd.,INE617B01011,MODAIRY,
Schneider Electric President Systems Limited,INE155D01018,,
KRISHANVEER FORGE LIMITED,INE013J01016,KVFORGE,
ARC Finance Limited,INE202R01026,ARCFIN,
AMD Industries Ltd,INE005I01014,AMDIND,AMDIND
Dynavision Limited,INE083E01010,DYNAVSN,
Swashthik Plascon Limited,INE0RDR01012,SPL,
MIDEAST INTEGRATED STEELS LIMITED,INE170N01016,MESCON,
Sagarsoft (India) Limited,INE184B01012,SAGARSOFT,
Future Consumer Limited,INE220J01025,FCONSUMER,FCONSUMER
HEALTHY LIFE AGRITEC LIMITED,INE0L3501015,HEALTHYLIFE,
Auro Laboratories Ltd.,INE292C01011,AUROLAB,
Kothari Fermanatation & Biochem Ltd,INE991B01010,KFBL,
Vishal Bearings Limited,INE060T01024,VISHALBL,
BARAK VALLEY CEMENTS LIMITED,INE139I01011,BVCL,BVCL
Rudra Gas Enterprise Limited,INE0OYK01010,RUDRAGAS,
Mysore Petro Chemicals Ltd.,INE741A01011,MYSORPETRO,
SKP Securities Ltd.,INE709B01016,SKPSEC,
Saptarishi Agro Industries Ltd,INE233P01017,SPTRSHI,
Super Tannery Limited,INE460D01038,SUPTANERY,
Manoj Ceramic Limited,INE0A6N01026,MCPL,
Lahoti Overseas Ltd.,INE515C01023,LAHOTIOV,
JAMSHRI REALTY LIMITED,INE462D01034,JAMSHRI,
Yaari Digital Integrated Services Ltd,INE126M01010,YAARI,YAARI
Shetron Ltd.,INE278C01010,SHETR,
Ansal Buildwell Ltd.,INE030C01015,ANSALBU,
Gayatri Sugars Ltd.,INE622E01023,GAYATRI,
Partap Industries Limited,INE480Y01016,,
Aarvee Denims & Exports Ltd.,INE273D01019,AARVEEDEN,AARVEEDEN
Aztec Fluids & Machinery Limited,INE0SCB01016,AZTEC,
G.G.Automotive Gears Ltd.,INE493B01017,GGAUTO,
Banka Bioloo Ltd.,INE862Y01015,,BANKA
TCI Industries Ltd.,INE920B01019,TCIIND,
Rama Vision Ltd,INE763B01013,RAMAVISION,
MILGREY FINANCE & INVESTMENT LTD,INE679T01013,ZMILGFIN,
HIMALAYA FOOD INTERNATIONAL LIMITED,INE552B01010,HFIL,
AMPVOLTS LIMITED,INE989J01017,AMPVOLTS,
SKIL Infrastructure Limited,INE429F01012,SKIL,SKIL
Prerna Infrabuild Limited,INE426H01014,PRERINFRA,
Bansal Roofing Products Limited,INE319Q01012,BRPL,
Ind-Swift Ltd.,INE788B01028,INDSWFTLTD,INDSWFTLTD
The Grob Tea Company Ltd.,INE646C01018,,GROBTEA
Agri-Tech India Ltd.,INE449G01018,AGRITECH,AGRITECH
Times Guaranty Ltd.,INE289C01025,TIMESGTY,TIMESGTY
Energy Development Company Ltd.,INE306C01019,ENERGYDEV,ENERGYDEV
FACOR Alloys Limited,INE828G01013,FACORALL,
Alkali Metals Limited,INE773I01017,ALKALI,ALKALI
Relicab Cable Manufacturing Limited,INE773T01014,RELICAB,
Maiden Forgings Limited,INE0O1T01010,MAIDEN,
Quadrant Televentures Limited,INE527B01020,QUADRANT,
MODULEX CONSTRUCTION TECHNOLOGIES LIMITED,INE064R01012,MODULEX,
Asit C Mehta Financial Services Limited,INE041B01014,ASITCFIN,
National Fittings Limited,INE643C01015,NATFIT,
VINNY OVERSEAS LIMITED,INE01KI01027,VINNY,VINNY
ADTECH SYSTEMS LIMITED,INE257C01014,ADTECH ,
Cravatex Ltd.,INE145E01017,CRAVATEX,
Aakash Exploration Services Ltd.,INE087Z01024,,AAKASH
Raaj Medisafe India Limited,INE548H01015, RAAJMEDI,
Cerebra Integrated Technologies Ltd.,INE345B01019,CEREBRAINT,CEREBRAINT
Palred Technologies Limited,INE218G01033,PALREDTEC,PALREDTEC
ONE GLOBAL SERVICE PROVIDER LIMITED,INE670O01013,ONEGLOBAL,
Everest Organics Ltd.,INE334C01029,EVERESTO,
Nagreeka Exports Ltd.,INE123B01028,NAGREEKEXP,NAGREEKEXP
MRP Agro Limited,INE0D7801012,MRP,
Travels & rentals Limited,INE0SG001011,TRAVELS,
GOKAK TEXTILES LTD.,INE642I01014,GOKAKTEX,
Rainbow Foundations Ltd,INE230F01014,RAINBOWF,
Orissa Bengal Carrier Limited,INE426Z01016,OBCL,OBCL
Akar Auto Industries Limited,INE864E01021,AAIL,
Ishan Dyes and Chemicals Limited,INE561M01018,ISHANCH,
VMS INDUSTRIES LIMITED,INE932K01015,VMS,
SECUREKLOUD TECHNOLOGIES LIMITED,INE650K01021,SECURKLOUD,SECURKLOUD
D & H India Limited,INE589D01018,DHINDIA,
Jasch Industries Ltd.,INE711C01028,JASCH,
INDOSOLAR LIMITED,INE866K01015,INDOSOLAR,
Expo Gas Containers Ltd.,INE561D01025,EXPOGAS,
Sunrise Efficient Marketing Limited,INE0KPY01017,SEML,
Bharat Immunologicals & Biologicals,INE994B01014,BIBCL,
YOGI LIMITED,INE290E01011,YOGI,
Mercury Laboratories Limited,INE947G01011,MERCURYLAB,
HARSHDEEP HORTICO LIMITED,INE0OLZ01015,HARSHDEEP,
APM Industries Ltd.,INE170D01025,APMIN,
HEC Infra Projects Ltd.,INE558R01013,,HECPROJECT
Resonance Specialties Limited,INE486D01017,RESONANCE,
SATTRIX INFORMATION SECURITY LIMITED,INE0QUV01010,SATTRIX,
Royal Cushion Vinyl Products Ltd.,INE618A01011,ROYALCU,
Shilp Gravures Ltd.,INE960A01017,SHILGRAVQ,
SCOOBEE DAY GARMENTS (INDIA) LIMITED,INE962E01015,SCOOBEEDAY,
HINDUSTAN HARDY LIMITED,INE724D01011,HINDHARD,
Abhinav Capital Services Limited,INE516F01016,ABHICAP,
DEEPAK CHEMTEX LIMITED,INE0RDM01013,DEEPAKCHEM,
Tokyo Plast International Ltd.,INE932C01012,TOKYOPLAST,TOKYOPLAST
REGENCY FINCORP LIMITED,INE964R01013,REGENCY,
SHANTI SPINTEX LIMITED,INE0QZQ01019,SHANTIDENM,
Arnold Holdings Ltd,INE185K01036,ARNOLD,
Paras Petrofils Ltd.,INE162C01024,PARASPETRO,PARASPETRO
Suvidhaa Infoserve Limited,INE018401013,SUVIDHAA,SUVIDHAA
Yarn Syndicate Ltd.,INE564C01013,YARNSYN,
Acme Resources Limited,INE636B01011,ACME,
PURETROP FRUITS LIMITED,INE795D01011,PURETROP,
CANDOUR TECHTEX LIMITED,INE713D01055,CANDOUR,
Ballarpur Industries Ltd.,INE294A01037,BALLARPUR,
Madhav Copper Ltd.,INE813V01022,,MCL
Som Datt Finance Corporation Ltd.,INE754C01010,SODFC,
Polychem Ltd,INE752B01024,POLYCHEM,
Promax Power Limited,INE0I2F01015,PROMAX,
Dangee Dums Ltd.,INE688Y01022,,DANGEE
Mayank Cattle Food Limited,INE0R5Z01015,MCFL,
Suraj Industries Limited.,INE170U01011,SURJIND,
KG Petrochem Ltd.,INE902G01016,KGPETRO,
Shri Krishna Devcon Limited,INE997I01012,SHRIKRISH,
Transcorp International Ltd.,INE330E01023,TRANSCOR,
Golden Crest Education & Services Limited,INE222U01010,GOLDENCREST,
BSEL ALGO LIMITED,INE395A01016,BSELALGO,
ARCL Organics Ltd,INE372M01010,ARCL,
Ganga Papers India Ltd,INE278O01015,GANGAPA,
Daikaffil Chemicals India Ltd.,INE789B01018,DAIKAFFI,
Arshiya Limited,INE968D01022,ARSHIYA,ARSHIYA
Sky Industries Ltd,INE765B01018,SKYIND,
Alstone Textiles (India) Limited,INE184S01024,ALSTONE,
Sambhaav Media Ltd.,INE699B01027,SAMBHAAV,SAMBHAAV
HB Portfolio Ltd.,INE638B01025,HBPOR,
Olatech Solutions Limited,INE0M3901015,OLATECH,
THREE M PAPER BOARDS LIMITED,INE0UK501010,THREEMPAPE,
Landmarc Leisure Corporation Ltd.,INE394C01023,LANDMARC,
Fortis Malar Hospitals Limited,INE842B01015,FORTISMLR,
Jhandewalas Foods Limited,INE841Y01019,JFL,
Auto Pins (India) Ltd.,INE706C01028,AUTOPINS,
Kothari Industrial Corpn. Ltd.,INE972A01020,KOTIC,
TITAN INTECH LIMITED,INE807M01023,TITANIN,
The Ramaraju Surgical Cotton Mills Limited,INE328E01027,,
Cinevista Limited,INE039B01026,CINEVISTA,CINEVISTA
SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,INE472C01027,SHRISTI,
TRESCON LIMITED,INE088D01011,TRESCON,
POPEES CARES LIMITED,INE149B01015,POPEES,
Biofil Chemicals & Pharmaceuticals,INE829A01014,BIOFILCHEM,BIOFILCHEM
Terai Tea Co. Ltd.,INE390D01011,TERAI,
ADITYA CONSUMER MARKETING LIMITED,INE427V01013,ACML,
Balgopal Commercial limited,INE119R01014,BALGOPAL,
Shalimar Wires Industries Ltd.,INE655D01025,SHALIWIR,
Pulsar International Limited,INE183U01022,PULSRIN,
Orient Press ltd.,INE609C01024,ORIENTLTD,ORIENTLTD
Damodar Industries Limited,INE497D01022,DAMODARIND,DAMODARIND
Secmark Consultancy Limited,INE0BTM01013,SECMARK,SECMARK
Patdiam Jewellery Limited,INE473T01011,PJL,
Twentyfirst Century Management Serv,INE253B01015,21STCENMGM,21STCENMGM
Silverline Technologies Ltd.,INE368A01021,SILVERLINE,
Rasi Electrodes Ltd.,INE822D01021,RASIELEC,
Anjani Foods Limited,INE096I01021,ANJANIFOODS,
PRABHAT TECHNOLOGIES (INDIA) LIMITED,INE171P01019,PTIL,
Moksh Ornaments Ltd.,INE514Y01020,,MOKSH
Chartered Logistics Ltd,INE558F01026,CHLOGIST,
Retina Paints Limited,INE0NTC01019,RETINA,
T & I Global Ltd.,INE811B01010,TIGLOB,
Gujarat Containers Ltd.,INE276I01011,GUJCONT,
Titan Securities Ltd.,INE090D01017,TITANSEC,
DELTA MANUFACTURING LIMITED ,INE393A01011,DELTAMAGNT,DELTAMAGNT
Vippy Spinpro Ltd.,INE660D01017,VIPPYSP,
Creative Castings Limited,INE146E01015,CREATIVE,
Astron Paper & Board Mill Limited,INE646X01014,ASTRON,ASTRON
GANESHA ECOVERSE LIMITED,INE369Q01017,GANVERSE,
VIRYA RESOURCES LIMITED,INE661K01010,VIRYA,
G.V. Films  Ltd.,INE395B01048,GVFILM,
Ambar Protein Industries Limited,INE072V01017,AMBARPIL,
Chowgule Steamships Ltd.,INE490A01015,CHOWGULSTM,
Monotype India Ltd.,INE811D01024,MONOT,
BLB Limited,INE791A01024,BLBLIMITED,BLBLIMITED
BLS Infotech Limited,INE606B01022,BLSINFOTE,
Saboo Sodium Chloro Ltd.,INE440C01016,SABOOSOD,
Hisar Metal Industries Ltd.,INE598C01011,HISARMETAL,HISARMETAL
UNIFINZ CAPITAL INDIA LIMITED,INE926R01012,UCIL,
Dutron  Polymers Ltd.,INE940C01015,DUTRON,
Simbhaoli Sugars Ltd,INE748T01016,SIMBHALS,SIMBHALS
Optimus Finance Limited,INE031G01014,OPTIFIN,
Ahmedabad Steelcraft Ltd.,INE868C01018,AHMDSTE,
MEP Infrastructure Developers Limited,INE776I01010,MEP,MEP
Phoenix International Ltd.,INE245B01011,PHOENXINTL,
Ganga Forging Ltd.,INE691Z01023,,GANGAFORGE
AHASOLAR TECHNOLOGIES LIMITED,INE0NEV01011,AHASOLAR,
Nexxus Petro Industries Limited,INE0QUL01011,NEXXUS,
Remi Edelstahl Tubulars Limited,INE158G01015,REMIEDEL,
Mukesh Babu Financial Services Ltd.,INE596B01017,MUKESHB,
KBS INDIA LIMITED,INE883D01023,KBSINDIA,
Kesar Terminals & Infrastructure Limited,INE096L01025,KTIL,
Krypton Industries Ltd,INE951B01014,KRYPTONQ,
Adroit Infotech Limited,INE737B01033,ADROITINFO,ADROITINFO
Sobhagya Merchantile Ltd.,INE754D01018,SOBME,
Omnitex Industries (India) Ltd.,INE814D01010,OMNITEX,
Elixir Capital Limited,INE785D01012,ELIXIR,
Archit Organosys Limited,INE078I01011,ARCHITORG,
Atal Realtech Limited,INE0ALR01029,ATALREAL,ATALREAL
KAIZEN AGRO INFRABUILD LIMITED,INE891N01017,KAIZENAGRO,
Achyut Healthcare Limited,INE0K1401020,ACHYUT,
Alfa Transformers ltd.,INE209C01015,ALFATRAN,
NHC FOODS LIMITED,INE141C01036,NHCFOODS,
LCC Infotech Ltd.,INE938A01021,LCCINFOTEC,LCCINFOTEC
Nilachal Refractories Ltd.,INE416N01013,NILACHAL,
Capfin India Limited,INE960C01013,CAPFIN,
Elegant Marbles & Grani Industries,INE095B01010,ELEMARB,
McDowell Holdings Limited,INE836H01014,MCDHOLDING,
PORWAL AUTO COMPONENTS LIMITED,INE386I01018,PORWAL,
Southern Magnesium And Chemicals Lt,INE308N01012,SOUTHMG,
Rathi Industries Limited,INE173X01019,,
Dhanashree Electronics Limited,INE413F01016,DEL,
Debock Industries Ltd.,INE411Y01011,,DIL
Artificial Electronics Intelligent Material Limited,INE072B01027,AEIM,
Aimco Pesticides Ltd.,INE008B01013,AIMCOPEST,
HB Stockholdings Ltd.,INE550B01022,HBSL,HBSL
Madhucon Projects Ltd.,INE378D01032,MADHUCON,MADHUCON
Royal Sense Limited,INE0QQG01019,ROYAL,
Kanishk Steel Industries Ltd,INE791E01018,KANSHST,
United Cotfab Limited,INE0S0I01011,COTFAB,
HOV Services Limited,INE596H01014,HOVS,HOVS
Pritish Nandy Communications Ltd,INE392B01011,PNC,PNC
Acknit Industries Ltd,INE326C01017,ACKNIT,
Vasundhara Rasayans Ltd.,INE406F01010,VRL,
Shine Fashions (India) Limited,INE0BLY01023,SHINEFASH,
Kiduja  India  Ltd,INE845A01010,KIDUJA,
Tayo Rolls Ltd.,INE895C01011,TATAYODOGA,
THINKINK PICTUREZ LIMITED,INE365S01045,THINKINK,
Filtra Consultants and Engineers Limited,INE541R01019,FILTRA,
SHARIKA ENTERPRISES LIMITED,INE669Y01022,SHARIKA,
Celebrity Fashions Ltd.,INE185H01016,CELEBRITY,CELEBRITY
Aplab Ltd.,INE273A01015,APLAB,
Atlas Jewellery India Limited,INE022N01019,AJIL,
VIKRAM KAMATS HOSPITALITY LIMITED,INE564S01019,KAMATS,
EAST WEST FREIGHT CARRIERS LTD,INE595R01023,EASTWEST,
Lykis Limited,INE624M01014,LYKISLTD,
Archies Ltd.,INE731A01020,ARCHIES,ARCHIES
ASTAL LABORATORIES LIMITED,INE307N01014,ASTALLTD,
LE LAVOIR LIMITED,INE204S01012,LELAVOIR,
NCL Research And Financial Services,INE132F01038,NCLRESE,
Makers Laboratories Ltd.,INE987A01010,MAKERSL,
EVERLON FINANCIALS LIMITED,INE339D01034,EVERFIN,
Banas Finance Limited,INE521L01030,BANASFN,
Real Touch Finance Limited,INE840I01014,RTFL,
DHARNI CAPITAL SERVICES LIMITED,INE0M9Q01011,DHARNI,
Welcast Steels Ltd.,INE380G01015,ZWELCAST,
Aashrit Capital Limited,INE172F01018,,
Superior Industrial Enterprises Limited,INE843L01012,SIEL,
MKP Mobility Limited,INE676G01024,MKPMOB,
Unique Organics Ltd.,INE333E01019,UNIQUEO,
Minal Industries Limited,INE097E01028,MINALIND,
Inter Globe Finance Ltd.,INE661M01016,INTRGLB,
Odyssey Corporation Ltd.,INE839E01023,ODYCORP,
Agro Phos India Ltd.,INE740V01019,,AGROPHOS
Riddhi Steel and Tube Limited,INE367U01013,RSTL,
Bio Green Papers Limited,INE958L01026,BGPL,
Godavari Drugs Ltd.,INE362C01012,GODAVARI,
ALKOSIGN LIMITED,INE0KA601012,ALKOSIGN,
Anand Rayons Limited,INE02GA01012,ARL,
TPI India Ltd.,INE578C01021,TPINDIA,
Comrade Appliances Limited,INE0NXA01015,COMRADE,
Hariyana Ship Breakers Ltd.,INE400G01011,HRYNSHP,
Associated Ceramics Ltd.,INE771E01010,ASSOCER,
Karma Energy Limited,INE725L01011,KARMAENG,KARMAENG
Lexus Granito (India) Ltd.,INE500X01013,,LEXUS
Gujarat Poly Electronics Limited,INE541F01022,GUJARATPOLY,
Mysore Paper Mills Limited,INE924F01012,MYSPAPE,
Naapbooks Limited,INE0GOA01018,NBL,
Pressure Sensitive Systems (India),INE891E01024,PRESSURS,
SHRI VASUPRADA PLANTATIONS LIMITED,INE574G01013,VASUPRADA,
SHIVAM CHEMICALS LIMITED,INE0SGR01013,SHIVAM,
Kemistar Corporation Limited,INE971L01029,KEMISTAR,
Sunil Healthcare Limited,INE671C01016,SUNLOC,
RRP SEMICONDUCTOR LIMITED,INE713N01013,RRP,
Amrapali Industries Ltd,INE762C01021,AMRAPLIN,
Krishna Ventures Limited,INE537L01010,KRISHNA,
EVANS ELECTRIC LIMITED,INE06TD01010,EVANS,
IFL ENTERPRISES LIMITED,INE714U01024,IFL,
AMBO AGRITEC LIMITED,INE0N6V01016,AMBOAGRI,
RAMINFO LIMITED,INE357B01022,RAMINFO,
VSF Projects Limited,INE923K01014,VSFPROJ,
Gujarat Hotels Ltd.,INE621C01011,GUJHOTE,
Supra Pacific Financial Services Limited,INE268T01015,SUPRAPFSL,
Royale Manor Hotels & Industries Lt,INE008C01011,RAYALEMA,
Keerthi Industries Ltd,INE145L01012,KEERTHI,
Skyline Millars Ltd,INE178E01026,SKYLMILAR,
Riddhi Corporate Services Limited,INE325X01015,RIDDHICORP,
Akshar Spintex Limited,INE256Z01025,AKSHAR,AKSHAR
Tree House Education & Accessories Limited,INE040M01013,TREEHOUSE,TREEHOUSE
Shree Krishna Infrastructure Limited,INE951Z01013,SKIFL,
AIK Pipes and Polymers Limited,INE0QFT01015,AIKPIPES,
Ceejay Finance Limited,INE358C01010,CEEJAY,
Futuristic Solutions Ltd.,INE241F01011,FUTSOL,
Mefcom Capital Markets Ltd.,INE186C01023,MEFCOMCAP,
Sanrhea Technical Textiles Ltd.,INE589J01015,SANTETX,
Universal Starch-Chem Allied Ltd.,INE113E01015,UNIVSTAR,
BIOGEN PHARMACHEM INDUSTRIES LIMITED,INE703D01023,BIOGEN,
Reliable Data Services Limited,INE375Y01018,RELIABLE,RELIABLE
SVP GLOBAL TEXTILES LIMITED,INE308E01029,SVPGLOB,SVPGLOB
Aro Granite Industries Ltd.,INE210C01013,AROGRANITE,AROGRANITE
Perfectpac Limited,INE759I01024,PERFEPA,
Shreyas Intermediates Ltd.,INE115F01017,SHREYASI,
Ashnoor Textiles Mills Ltd.,INE372I01018,ASHNOOR,
Jeevan Scientific Technology Limited,INE237B01018,JSTL,
REAL ECO-ENERGY LIMITED,INE055E01034,REALECO,
KAVERI TELECOM PRODUCTS LTD.,INE641C01019,KAVVERITEL,KAVVERITEL
SWARNSARITA JEWELS INDIA LIMITED,INE967A01012,SWARNSAR,
TOSS THE COIN LIMITED,INE0XAY01012,TTC,
Cals Refineries Ltd,INE040C01022,CALSREF,
Nam Securities Ltd.,INE792G01011,NAM,
Riba Textiles Ltd.,INE811H01017,RIBATEX,
NRB INDUSTRIAL BEARINGS LIMITED,INE047O01014,NIBL,NIBL
Jolly Plastic Industries Ltd.,INE289M01016,JOLYPLS,
TRANS INDIA HOUSE IMPEX LIMITED,INE502D01011,TIHIL,
3P LAND HOLDINGS LTD.,INE105C01023,3PLAND,3PLAND
Dhanalaxmi Roto Spinners Ltd.,INE220C01012,DHANROTO,
MAESTROS ELECTRONICS & TELECOMMUNICATIONS SYSTEMS LTD,INE318N01011,METSL,
B&A Packaging India Limited,INE00FM01013,BAPACK,
Shiva Mills Limited,INE644Y01017,SHIVAMILLS,SHIVAMILLS
LAXMIPATI ENGINEERING WORKS LIMITED,INE920P01019,LAXMIPATI,
Balkrishna Paper Mills Ltd,INE875R01011,BALKRISHNA,BALKRISHNA
Share Samadhan Limited,INE0LY301010,SSL,
Sam Industries Ltd.,INE653D01012,SAMINDUS,
Polylink Polymers (india) Ltd.,INE323D01020,POLYLINK,
Innovative Tech Pack Ltd,INE965C01038,INNOVTEC,
Mystic Electronics Limited,INE159O01033,MYSTICELE,
NACDAC Infrastructure Limited,INE0LB101011,NACDAC,
Bheema Cements Limited,INE333H01020,BHEEMACEM,
RAJ OIL MILLS LIMITED,INE294G01026,ROML,ROML
Meera Industries Limited,INE343X01018,MEERA,
Kranti Industries Limited,INE911T01010,KRANTI,
Luharuka Media & Infra Limited,INE195E01020,LUHARUKA,
McNally Bharat Engineering Company Limited,INE748A01016,MBECL,MBECL
Bang Overseas Ltd,INE863I01016,BANG,BANG
Joindre Capital Services Ltd.,INE024B01010,JOINDRE,
F MEC INTERNATIONAL FINANCIAL SERVICES LIMITED,INE108T01013,FMEC,
Siel Financial Services Ltd.,INE027F01014,SIELFNS,
Yamini Investments Company Limited,INE457N01025,YAMNINV,
Mishka Exim Limited,INE540S01019,MISHKA,
Malu Paper Mills Limited,INE383H01017,MALUPAPER,MALUPAPER
Cranex Ltd.,INE608B01010,CRANEX,
Dev Labtech Venture Limited,INE0NIJ01017,DEVLAB,
Dhampure Speciality Sugars Ltd.,INE956B01013,DHAMPURE,
TCFC Finance Ltd,INE389D01013,TCFCFINQ,
Goel Food Products Limited,INE0K6L01010,GOEL,
Nova Iron & Steel Ltd.,INE608C01026,NOVIS,
Siti Networks Limited,INE965H01011,SITINET,SITINET
MODERN ENGINEERING AND PROJECTS LIMITED,INE250S01015,MEAPL,
